Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto;Valor m2;Tipo Agrupado
Habitación;Pachacámac;1;0;0;27;850.0;143.0;24.0;31.48;Departamento
Habitación;San Borja;0;0;0;35;1300.0;492.0;54.0;37.14;Departamento
Habitación;San Borja;1;0;0;26;900.0;470.0;24.0;34.62;Departamento
Habitación;Comas;1;0;0;35;1800.0;534.0;87.0;51.43;Departamento
Habitación;San Borja;1;0;0;30;1400.0;614.0;;46.67;Departamento
Habitación;San Borja;1;0;0;25;1400.0;480.0;25.0;56.0;Departamento
Habitación;Carmen de La Legua;1;0;0;25;500.0;;;20.0;Departamento
Habitación;San Borja;1;0;0;30;1400.0;450.0;100.0;46.67;Departamento
Habitación;San Borja;1;0;0;22;1000.0;510.0;29.0;45.45;Departamento
Habitación;San Borja;1;0;0;28;1600.0;300.0;;57.14;Departamento
Habitación;San Borja;1;0;0;22;950.0;430.0;67.0;43.18;Departamento
Habitación;San Borja;1;0;0;30;2000.0;;;66.67;Departamento
Habitación;San Borja;0;0;0;31;1500.0;455.0;58.0;48.39;Departamento
Habitación;San Borja;0;0;0;30;900.0;326.0;29.0;30.0;Departamento
Habitación;San Miguel;1;0;0;25;900.0;385.0;200.0;36.0;Departamento
Habitación;San Bartolo;1;0;0;25;1000.0;550.0;25.0;40.0;Departamento
Habitación;San Borja;1;0;0;29;1000.0;550.0;;34.48;Departamento
Habitación;San Borja;1;0;0;30;2000.0;675.0;75.0;66.67;Departamento
Habitación;San Borja;1;0;0;29;1500.0;500.0;;51.72;Departamento
Habitación;Pucusana;1;0;0;20;1200.0;330.0;14.0;60.0;Departamento
Habitación;San Borja;1;0;0;30;850.0;550.0;54.0;28.33;Departamento
Habitación;Lurín;1;0;0;30;1200.0;470.0;;40.0;Departamento
Habitación;Puente Piedra;1;0;0;19;1100.0;256.0;;57.89;Departamento
Habitación;San Borja;0;0;0;26;1850.0;500.0;;71.15;Departamento
Habitación;Pachacámac;0;0;0;33;800.0;277.0;103.0;24.24;Departamento
Habitación;Pachacámac;0;0;0;32;600.0;508.0;20.0;18.75;Departamento
Habitación;Pachacámac;0;0;0;30;1100.0;420.0;25.0;36.67;Departamento
Habitación;Rímac;1;0;0;30;1800.0;465.0;62.0;60.0;Departamento
Habitación;San Borja;1;0;0;30;1600.0;400.0;;53.33;Departamento
Habitación;San Borja;1;0;0;32;2300.0;;;71.88;Departamento
Habitación;San Miguel;1;0;0;28;1200.0;300.0;20.0;42.86;Departamento
Habitación;Chorrillos;1;0;0;31;2100.0;341.0;53.0;67.74;Departamento
Habitación;Pachacámac;0;0;0;26;950.0;315.0;21.0;36.54;Departamento
Habitación;Chorrillos;1;0;0;24;1100.0;520.0;;45.83;Departamento
Habitación;San Borja;1;1;0;42;1850.0;500.0;70.0;44.05;Departamento
Habitación;Pachacámac;0;0;0;20;950.0;240.0;20.0;47.5;Departamento
Habitación;San Borja;1;0;0;30;2000.0;410.0;30.0;66.67;Departamento
Habitación;Pucusana;0;0;0;20;700.0;265.0;15.0;35.0;Departamento
Habitación;Pachacámac;1;0;0;28;950.0;350.0;;33.93;Departamento
Habitación;San Borja;1;0;0;28;1100.0;580.0;25.0;39.29;Departamento
Habitación;Lurín;1;0;0;29;850.0;364.0;29.0;29.31;Departamento
Habitación;San Borja;0;0;0;36;100.0;;;2.78;Departamento
Habitación;Mi Perú;1;0;0;20;450.0;;;22.5;Departamento
Habitación;Santiago de Surco;1;0;0;40;2100.0;300.0;200.0;52.5;Departamento
Habitación;Lince;1;0;0;20;300.0;15.0;7.0;15.0;Departamento
Habitación;Villa El Salvador;1;0;0;23;1500.0;360.0;270.0;65.22;Departamento
Habitación;Lurín;1;0;0;26;1050.0;350.0;;40.38;Departamento
Habitación;Punta Hermosa;1;0;0;24;1300.0;428.0;29.0;54.17;Departamento
Habitación;Villa El Salvador;0;0;0;30;2100.0;420.0;30.0;70.0;Departamento
Habitación;Punta Hermosa;1;0;0;23;1000.0;400.0;25.0;43.48;Departamento
Habitación;Villa El Salvador;1;0;0;26;1100.0;390.0;;42.31;Departamento
Habitación;Santa María del Mar;1;0;0;30;750.0;;;25.0;Departamento
Habitación;Punta Hermosa;1;0;0;26;1250.0;450.0;29.0;48.08;Departamento
Habitación;Rímac;1;0;0;30;1800.0;550.0;62.0;60.0;Departamento
Habitación;Pachacámac;1;0;0;25;700.0;260.0;20.0;28.0;Departamento
Habitación;Pachacámac;2;0;0;40;1200.0;625.0;85.0;30.0;Departamento
Habitación;San Borja;0;0;0;20;1300.0;120.0;;65.0;Departamento
Habitación;Comas;1;0;0;40;400.0;240.0;;10.0;Departamento
Habitación;Cieneguilla;1;0;0;30;450.0;;;15.0;Departamento
Habitación;Pachacámac;1;0;0;19;850.0;300.0;24.0;44.74;Departamento
Habitación;Pachacámac;1;0;0;25;800.0;350.0;;32.0;Departamento
Habitación;Pachacámac;1;0;0;31;750.0;350.0;20.0;24.19;Departamento
Habitación;San Borja;1;0;0;33;1900.0;450.0;57.0;57.58;Departamento
Habitación;Chorrillos;1;0;0;32;1800.0;470.0;30.0;56.25;Departamento
Habitación;Chaclacayo;1;0;0;23;900.0;363.0;25.0;39.13;Departamento
Habitación;San Miguel;1;0;0;30;950.0;193.0;24.0;31.67;Departamento
Habitación;Villa El Salvador;1;0;0;30;1600.0;320.0;20.0;53.33;Departamento
Habitación;Lurín;1;0;0;30;1000.0;403.0;;33.33;Departamento
Habitación;Surquillo;0;0;0;25;1000.0;400.0;25.0;40.0;Departamento
Habitación;San Miguel;1;0;0;25;1200.0;381.0;25.0;48.0;Departamento
Habitación;Punta Hermosa;1;0;0;27;1000.0;460.0;25.0;37.04;Departamento
Habitación;Lurín;1;0;0;26;1200.0;441.0;;46.15;Departamento
Habitación;Pucusana;0;1;0;50;800.0;493.0;;16.0;Departamento
Habitación;Magdalena del Mar;1;0;0;30;400.0;;;13.33;Departamento
Habitación;San Borja;1;0;1;22;1500.0;265.0;242.0;68.18;Departamento
Habitación;San Borja;1;0;1;28;1200.0;450.0;28.0;42.86;Departamento
Habitación;San Bartolo;1;0;0;34;1350.0;600.0;24.0;39.71;Departamento
Habitación;Pachacámac;0;0;0;28;800.0;303.0;20.0;28.57;Departamento
Habitación;San Borja;1;0;0;42;1280.0;410.0;30.0;30.48;Departamento
Habitación;Comas;0;0;0;30;1700.0;567.0;7670.0;56.67;Departamento
Habitación;Villa El Salvador;0;0;0;32;1200.0;315.0;53.0;37.5;Departamento
Habitación;Comas;1;0;0;37;1800.0;400.0;70.0;48.65;Departamento
Habitación;San Borja;1;0;0;30;1300.0;435.0;;43.33;Departamento
Habitación;San Borja;1;0;0;35;1800.0;350.0;57.0;51.43;Departamento
Habitación;Villa El Salvador;1;0;0;35;800.0;230.0;;22.86;Departamento
Habitación;Pachacámac;1;0;0;35;650.0;398.0;;18.57;Departamento
Habitación;Lurín;1;0;0;30;2000.0;480.0;27.0;66.67;Departamento
Habitación;Villa El Salvador;0;0;0;30;900.0;447.0;29.0;30.0;Departamento
Habitación;San Borja;0;0;0;22;1100.0;493.0;25.0;50.0;Departamento
Habitación;Rímac;0;0;0;50;2100.0;600.0;61.0;42.0;Departamento
Habitación;Pachacámac;1;0;0;30;750.0;330.0;25.0;25.0;Departamento
Habitación;Pachacámac;1;0;0;25;700.0;292.0;24.0;28.0;Departamento
Habitación;Chorrillos;1;0;0;21;1000.0;350.0;291.0;47.62;Departamento
Habitación;San Borja;1;0;0;28;1000.0;567.0;;35.71;Departamento
Habitación;Chorrillos;1;0;0;20;1100.0;481.0;29.0;55.0;Departamento
Habitación;Pachacámac;0;0;0;30;1000.0;480.0;;33.33;Departamento
Habitación;Villa El Salvador;1;0;0;28;1300.0;350.0;25.0;46.43;Departamento
Habitación;Pachacámac;1;0;0;25;800.0;200.0;25.0;32.0;Departamento
Habitación;Chorrillos;1;0;0;21;800.0;350.0;;38.1;Departamento
Habitación;Chorrillos;1;0;0;28;1100.0;481.0;25.0;39.29;Departamento
Habitación;San Borja;1;0;0;25;1000.0;385.0;;40.0;Departamento
Habitación;Chorrillos;0;0;0;24;1100.0;417.0;;45.83;Departamento
Habitación;Santiago de Surco;0;0;0;15;700.0;;;46.67;Departamento
Habitación;Carmen de La Legua;1;0;0;25;490.0;15.0;;19.6;Departamento
Habitación;Comas;1;0;0;30;2400.0;455.0;133.0;80.0;Departamento
Habitación;Pachacámac;1;0;0;42;850.0;543.0;26.0;20.24;Departamento
Habitación;San Borja;1;0;0;21;1700.0;470.0;291.0;80.95;Departamento
Habitación;Villa El Salvador;1;0;0;20;1400.0;360.0;27.0;70.0;Departamento
Habitación;Pachacámac;0;0;0;32;600.0;401.0;25.0;18.75;Departamento
Habitación;San Borja;1;0;0;45;1700.0;442.0;57.0;37.78;Departamento
Habitación;Pachacámac;1;0;0;18;950.0;397.0;24.0;52.78;Departamento
Habitación;Chorrillos;1;0;1;21;1600.0;375.0;242.0;76.19;Departamento
Habitación;Chorrillos;1;0;0;18;1200.0;456.0;25.0;66.67;Departamento
Habitación;Mi Perú;1;0;0;40;900.0;250.0;10.0;22.5;Departamento
Habitación;Pachacámac;1;0;0;25;1750.0;;;70.0;Departamento
Habitación;Villa El Salvador;1;0;0;22;1400.0;480.0;53.0;63.64;Departamento
Habitación;La Punta;1;0;0;35;1100.0;495.0;;31.43;Departamento
Habitación;Santiago de Surco;1;0;0;18;600.0;150.0;25.0;33.33;Departamento
Habitación;San Borja;1;0;0;30;1000.0;488.0;54.0;33.33;Departamento
Habitación;Chorrillos;1;0;0;18;1000.0;436.0;25.0;55.56;Departamento
Habitación;Rímac;1;0;0;50;1700.0;560.0;62.0;34.0;Departamento
Habitación;Lurín;1;0;0;24;1100.0;357.0;;45.83;Departamento
Habitación;Pachacámac;1;0;0;40;1000.0;275.0;20.0;25.0;Departamento
Habitación;San Luis;1;0;0;20;500.0;;;25.0;Departamento
Habitación;Lurín;1;0;0;27;1800.0;420.0;;66.67;Departamento
Habitación;Punta Negra;1;0;0;35;1900.0;285.0;17.0;54.29;Departamento
Habitación;San Borja;1;0;0;21;700.0;508.0;;33.33;Departamento
Habitación;Pachacámac;1;0;0;23;1290.0;326.0;136.0;56.09;Departamento
Habitación;Chorrillos;0;0;0;20;1000.0;405.0;;50.0;Departamento
Habitación;Chorrillos;1;0;0;25;1350.0;206.0;;54.0;Departamento
Habitación;San Borja;0;0;0;25;1000.0;450.0;20.0;40.0;Departamento
Habitación;Pachacámac;1;0;0;30;800.0;400.0;23.0;26.67;Departamento
Habitación;San Borja;0;0;0;33;1200.0;390.0;;36.36;Departamento
Habitación;Pachacámac;1;0;0;27;800.0;450.0;15.0;29.63;Departamento
Habitación;Surquillo;1;0;0;35;900.0;310.0;25.0;25.71;Departamento
Habitación;San Miguel;1;1;0;33;1500.0;415.0;159.0;45.45;Departamento
Habitación;Comas;1;0;0;23;1500.0;700.0;27.0;65.22;Departamento
Habitación;San Borja;0;0;0;30;900.0;640.0;24.0;30.0;Departamento
Habitación;Chorrillos;1;0;0;25;1100.0;570.0;;44.0;Departamento
Habitación;Chorrillos;1;0;0;27;1400.0;258.0;24.0;51.85;Departamento
Habitación;Villa El Salvador;1;0;0;26;1500.0;360.0;35.0;57.69;Departamento
Habitación;San Borja;1;1;0;24;1100.0;341.0;22.0;45.83;Departamento
Habitación;San Borja;1;0;0;32;1100.0;530.0;28.0;34.38;Departamento
Habitación;Mi Perú;1;0;0;70;400.0;;;5.71;Departamento
Habitación;San Borja;1;0;0;42;2000.0;370.0;26.0;47.62;Departamento
Habitación;Pachacámac;1;0;0;21;800.0;306.0;;38.1;Departamento
Habitación;San Borja;0;0;0;36;1500.0;570.0;100.0;41.67;Departamento
Habitación;Pucusana;1;0;0;30;500.0;;31.0;16.67;Departamento
Habitación;San Borja;1;0;0;18;1000.0;530.0;25.0;55.56;Departamento
Habitación;El Agustino;1;0;0;30;500.0;;;16.67;Departamento
Habitación;Punta Hermosa;0;0;0;24;800.0;477.0;25.0;33.33;Departamento
Habitación;Chorrillos;1;0;0;25;1500.0;360.0;;60.0;Departamento
Habitación;San Borja;1;0;0;28;1000.0;387.0;24.0;35.71;Departamento
Habitación;Chorrillos;1;0;0;28;950.0;290.0;27.0;33.93;Departamento
Habitación;Villa El Salvador;1;0;0;18;890.0;300.0;;49.44;Departamento
Habitación;La Punta;1;0;0;26;900.0;402.0;;34.62;Departamento
Habitación;Ate;1;0;0;35;670.0;;;19.14;Departamento
Habitación;Comas;1;0;1;45;2200.0;560.0;50.0;48.89;Departamento
Habitación;Villa El Salvador;0;0;0;34;1300.0;400.0;69.0;38.24;Departamento
Habitación;San Borja;1;0;0;23;1200.0;430.0;25.0;52.17;Departamento
Habitación;San Borja;1;0;0;25;1100.0;431.0;30.0;44.0;Departamento
Habitación;Rímac;1;0;0;30;1600.0;560.0;29.0;53.33;Departamento
Habitación;Santiago de Surco;1;0;0;35;1300.0;300.0;;37.14;Departamento
Habitación;Chorrillos;1;0;0;25;1600.0;450.0;30.0;64.0;Departamento
Habitación;Pachacámac;0;0;0;20;700.0;250.0;15.0;35.0;Departamento
Habitación;Lurín;0;0;0;22;1000.0;399.0;;45.45;Departamento
Habitación;Lurín;1;0;0;24;1200.0;450.0;24.0;50.0;Departamento
Habitación;San Borja;1;0;0;25;1000.0;490.0;56.0;40.0;Departamento
Habitación;San Borja;0;0;0;20;700.0;710.0;80.0;35.0;Departamento
Habitación;San Borja;1;0;0;35;2400.0;500.0;250.0;68.57;Departamento
Habitación;Villa El Salvador;1;0;0;23;1100.0;348.0;30.0;47.83;Departamento
Habitación;San Borja;0;0;0;42;1000.0;495.0;25.0;23.81;Departamento
Habitación;Pachacámac;1;0;0;31;1100.0;480.0;;35.48;Departamento
Habitación;San Bartolo;1;0;0;36;1600.0;550.0;24.0;44.44;Departamento
Habitación;Comas;1;0;0;28;2000.0;300.0;25.0;71.43;Departamento
Habitación;San Borja;0;0;0;30;1100.0;423.0;24.0;36.67;Departamento
Habitación;Rímac;0;0;0;34;1750.0;658.0;97.0;51.47;Departamento
Habitación;Pachacámac;1;0;0;30;1100.0;440.0;24.0;36.67;Departamento
Habitación;San Borja;1;0;0;35;2400.0;612.0;;68.57;Departamento
Habitación;Lurín;1;0;0;24;1000.0;474.0;29.0;41.67;Departamento
Habitación;San Borja;1;0;0;30;1650.0;340.0;291.0;55.0;Departamento
Habitación;San Borja;1;0;0;28;1250.0;521.0;25.0;44.64;Departamento
Habitación;Villa El Salvador;0;0;0;30;1400.0;360.0;30.0;46.67;Departamento
Habitación;San Miguel;1;0;1;26;800.0;483.0;24.0;30.77;Departamento
Habitación;Chorrillos;1;0;0;35;1700.0;450.0;50.0;48.57;Departamento
Habitación;San Borja;1;0;0;40;1300.0;380.0;;32.5;Departamento
Habitación;Villa El Salvador;1;0;0;26;950.0;420.0;25.0;36.54;Departamento
Habitación;Villa El Salvador;0;0;0;25;1200.0;430.0;;48.0;Departamento
Habitación;San Borja;1;0;0;30;1180.0;455.0;70.0;39.33;Departamento
Habitación;Chorrillos;1;0;0;21;900.0;350.0;24.0;42.86;Departamento
Habitación;San Borja;1;0;0;35;1300.0;470.0;25.0;37.14;Departamento
Habitación;Punta Hermosa;0;0;0;24;900.0;450.0;;37.5;Departamento
Habitación;La Punta;1;0;0;32;1200.0;680.0;55.0;37.5;Departamento
Habitación;Pachacámac;1;0;0;30;750.0;350.0;;25.0;Departamento
Habitación;San Borja;1;0;0;30;1300.0;350.0;250.0;43.33;Departamento
Habitación;Pachacámac;0;0;0;25;1000.0;390.0;;40.0;Departamento
Habitación;San Borja;1;0;0;25;1200.0;550.0;54.0;48.0;Departamento
Habitación;San Miguel;0;0;0;30;1100.0;400.0;;36.67;Departamento
Habitación;San Bartolo;1;0;0;31;1200.0;450.0;553.0;38.71;Departamento
Habitación;San Borja;1;0;0;30;1200.0;320.0;54.0;40.0;Departamento
Habitación;Pachacámac;1;0;0;28;1700.0;320.0;202.0;60.71;Departamento
Habitación;San Miguel;1;0;0;30;990.0;;;33.0;Departamento
Habitación;Pachacámac;1;0;0;23;650.0;439.0;25.0;28.26;Departamento
Habitación;San Borja;1;0;0;38;1900.0;363.0;71.0;50.0;Departamento
Habitación;Chorrillos;0;0;0;20;1200.0;436.0;;60.0;Departamento
Habitación;Pachacámac;1;0;0;28;900.0;172.0;24.0;32.14;Departamento
Habitación;Villa El Salvador;1;0;0;50;1050.0;800.0;70.0;21.0;Departamento
Habitación;San Borja;1;0;0;26;1000.0;415.0;56.0;38.46;Departamento
Habitación;San Borja;0;0;0;35;1000.0;511.0;;28.57;Departamento
Habitación;Pachacámac;0;0;0;23;1000.0;242.0;20.0;43.48;Departamento
Habitación;San Borja;0;0;0;30;1300.0;560.0;;43.33;Departamento
Habitación;San Borja;1;0;0;35;1900.0;470.0;25.0;54.29;Departamento
Habitación;San Borja;1;0;0;25;1500.0;520.0;25.0;60.0;Departamento
Habitación;San Borja;1;0;0;17;800.0;520.0;17.0;47.06;Departamento
Habitación;San Borja;1;0;0;41;1100.0;640.0;68.0;26.83;Departamento
Habitación;Pachacámac;0;0;0;30;800.0;505.0;;26.67;Departamento
Habitación;Pachacámac;1;0;0;25;800.0;350.0;20.0;32.0;Departamento
Habitación;San Borja;1;0;0;35;1800.0;420.0;55.0;51.43;Departamento
Habitación;Villa El Salvador;1;0;0;31;1200.0;316.0;25.0;38.71;Departamento
Habitación;San Borja;1;0;0;25;900.0;270.0;;36.0;Departamento
Habitación;Pachacámac;1;0;1;24;1500.0;500.0;18.0;62.5;Departamento
Habitación;San Borja;1;0;0;30;1600.0;411.0;23.0;53.33;Departamento
Habitación;Pachacámac;1;0;0;30;700.0;450.0;25.0;23.33;Departamento
Habitación;San Borja;1;0;0;33;1300.0;350.0;25.0;39.39;Departamento
Habitación;Pachacámac;1;0;0;32;1100.0;400.0;22.0;34.38;Departamento
Habitación;San Borja;1;1;0;35;2200.0;560.0;64.0;62.86;Departamento
Habitación;Pachacámac;1;0;0;20;850.0;390.0;24.0;42.5;Departamento
Habitación;Villa El Salvador;1;0;0;25;1250.0;460.0;;50.0;Departamento
Habitación;Pachacámac;1;0;0;28;780.0;420.0;24.0;27.86;Departamento
Habitación;Chorrillos;1;0;0;35;2400.0;500.0;50.0;68.57;Departamento
Habitación;San Borja;1;0;0;25;750.0;496.0;29.0;30.0;Departamento
Habitación;Rímac;0;0;0;30;1800.0;;;60.0;Departamento
Habitación;Pachacámac;1;0;0;25;780.0;350.0;20.0;31.2;Departamento
Habitación;San Borja;1;0;0;28;1700.0;460.0;55.0;60.71;Departamento
Habitación;Lurín;1;0;0;24;1300.0;489.0;;54.17;Departamento
Habitación;Pachacámac;1;0;0;30;900.0;435.0;80.0;30.0;Departamento
Habitación;San Borja;0;0;0;36;1500.0;400.0;;41.67;Departamento
Habitación;San Borja;1;0;0;26;1800.0;335.0;53.0;69.23;Departamento
Habitación;Chorrillos;1;0;0;21;1250.0;472.0;25.0;59.52;Departamento
Habitación;San Borja;1;0;0;30;1300.0;606.0;24.0;43.33;Departamento
Habitación;Lurín;1;0;0;26;1000.0;405.0;;38.46;Departamento
Habitación;Comas;1;0;0;29;1600.0;350.0;244.0;55.17;Departamento
Habitación;Villa El Salvador;1;0;0;35;2000.0;;29.0;57.14;Departamento
Habitación;Chorrillos;0;0;0;30;1000.0;300.0;29.0;33.33;Departamento
Habitación;Carmen de La Legua;1;0;0;20;500.0;;;25.0;Departamento
Habitación;San Borja;1;0;0;22;2000.0;340.0;160.0;90.91;Departamento
Habitación;Chorrillos;0;0;0;30;1100.0;417.0;;36.67;Departamento
Habitación;Mi Perú;1;0;0;30;650.0;;;21.67;Departamento
Habitación;San Borja;1;0;0;33;1500.0;410.0;;45.45;Departamento
Habitación;Cieneguilla;0;0;0;25;800.0;;;32.0;Departamento
Habitación;Villa El Salvador;1;0;0;26;1200.0;230.0;24.0;46.15;Departamento
Habitación;Pachacámac;1;0;0;35;900.0;400.0;170.0;25.71;Departamento
Habitación;Pachacámac;0;0;0;29;600.0;485.0;25.0;20.69;Departamento
Habitación;Chorrillos;1;0;0;21;980.0;445.0;30.0;46.67;Departamento
Habitación;San Borja;1;0;0;45;1600.0;442.0;67.0;35.56;Departamento
Habitación;San Borja;1;0;0;41;1300.0;690.0;72.0;31.71;Departamento
Habitación;Pachacámac;1;0;0;22;800.0;450.0;254.0;36.36;Departamento
Habitación;Chorrillos;1;0;0;25;1000.0;366.0;50.0;40.0;Departamento
Habitación;San Miguel;0;0;0;20;800.0;380.0;;40.0;Departamento
Habitación;Lurín;1;0;0;24;1100.0;400.0;30.0;45.83;Departamento
Habitación;San Borja;1;0;0;34;1400.0;754.0;69.0;41.18;Departamento
Habitación;Villa El Salvador;1;0;0;40;1000.0;490.0;;25.0;Departamento
Habitación;Chorrillos;1;0;0;25;1200.0;450.0;60.0;48.0;Departamento
Habitación;San Borja;1;0;0;30;2000.0;600.0;29.0;66.67;Departamento
Habitación;San Borja;1;0;0;32;1600.0;578.0;55.0;50.0;Departamento
Habitación;Lurín;1;0;0;31;1100.0;434.0;55.0;35.48;Departamento
Habitación;San Borja;1;0;0;25;1200.0;310.0;;48.0;Departamento
Habitación;San Borja;1;0;0;35;1600.0;481.0;26.0;45.71;Departamento
Habitación;Villa El Salvador;0;0;0;25;1000.0;430.0;;40.0;Departamento
Habitación;San Borja;1;0;0;20;1500.0;500.0;;75.0;Departamento
Habitación;Pachacámac;1;0;0;30;800.0;250.0;25.0;26.67;Departamento
Habitación;Chorrillos;0;0;1;30;800.0;320.0;;26.67;Departamento
Habitación;San Borja;1;0;0;35;1300.0;380.0;68.0;37.14;Departamento
Habitación;Villa El Salvador;1;0;0;21;900.0;455.0;29.0;42.86;Departamento
Habitación;Villa El Salvador;1;0;0;42;1550.0;300.0;;36.9;Departamento
Habitación;Chorrillos;0;0;0;23;900.0;390.0;30.0;39.13;Departamento
Habitación;San Borja;1;0;0;20;1150.0;450.0;71.0;57.5;Departamento
Habitación;Lince;1;0;0;45;590.0;70.0;;13.11;Departamento
Habitación;Pachacámac;1;0;0;25;800.0;350.0;10.0;32.0;Departamento
Habitación;Puente Piedra;1;0;0;26;850.0;366.0;25.0;32.69;Departamento
Habitación;San Borja;1;0;0;39;1300.0;650.0;76.0;33.33;Departamento
Habitación;La Punta;1;0;0;29;900.0;335.0;24.0;31.03;Departamento
Habitación;San Borja;1;0;1;44;1500.0;376.0;25.0;34.09;Departamento
Habitación;San Borja;1;0;0;30;1600.0;540.0;25.0;53.33;Departamento
Habitación;Independencia;1;0;0;60;650.0;;;10.83;Departamento
Habitación;La Punta;1;0;0;30;1000.0;357.0;;33.33;Departamento
Habitación;Ate;1;1;0;35;1300.0;1700.0;;37.14;Departamento
Habitación;El Agustino;1;0;0;25;680.0;;;27.2;Departamento
Habitación;San Borja;0;0;0;23;1200.0;460.0;20.0;52.17;Departamento
Habitación;Comas;1;0;0;23;2200.0;;300.0;95.65;Departamento
Habitación;San Borja;1;0;1;30;1350.0;453.0;24.0;45.0;Departamento
Habitación;Chorrillos;1;0;0;23;1200.0;561.0;29.0;52.17;Departamento
Habitación;Villa El Salvador;1;0;0;30;1200.0;580.0;;40.0;Departamento
Habitación;San Borja;1;0;0;21;1800.0;300.0;25.0;85.71;Departamento
Habitación;Lurín;0;0;0;25;1200.0;163.0;;48.0;Departamento
Habitación;San Borja;1;0;0;35;1400.0;503.0;;40.0;Departamento
Habitación;Pachacámac;1;0;0;35;850.0;480.0;9.0;24.29;Departamento
Habitación;Chorrillos;1;0;0;14;850.0;366.0;25.0;60.71;Departamento
Habitación;La Punta;1;0;0;25;1700.0;380.0;20.0;68.0;Departamento
Habitación;San Isidro;1;0;0;30;400.0;;;13.33;Departamento
Habitación;Mi Perú;1;0;0;25;550.0;;;22.0;Departamento
Habitación;San Borja;1;0;0;21;700.0;508.0;;33.33;Departamento
Habitación;La Punta;0;0;0;26;800.0;325.0;290.0;30.77;Departamento
Habitación;Pachacámac;0;0;0;25;700.0;332.0;20.0;28.0;Departamento
Habitación;San Borja;1;0;0;31;950.0;450.0;55.0;30.65;Departamento
Habitación;San Borja;1;0;1;38;1500.0;580.0;20.0;39.47;Departamento
Habitación;Villa El Salvador;1;0;0;30;1400.0;450.0;;46.67;Departamento
Habitación;Pachacámac;1;0;0;40;800.0;385.0;84.0;20.0;Departamento
Habitación;Villa El Salvador;1;0;0;24;1350.0;250.0;;56.25;Departamento
Habitación;San Borja;0;0;0;40;1900.0;625.0;;47.5;Departamento
Habitación;San Borja;1;0;0;28;1700.0;596.0;56.0;60.71;Departamento
Habitación;San Borja;1;0;0;35;1300.0;629.0;56.0;37.14;Departamento
Habitación;San Borja;1;0;0;23;1700.0;430.0;30.0;73.91;Departamento
Habitación;San Borja;1;0;0;30;1100.0;528.0;;36.67;Departamento
Habitación;San Borja;1;0;0;27;1080.0;450.0;54.0;40.0;Departamento
Habitación;San Borja;0;0;0;22;1300.0;300.0;24.0;59.09;Departamento
Habitación;Puente Piedra;1;0;0;22;950.0;400.0;20.0;43.18;Departamento
Habitación;San Borja;1;0;0;24;1300.0;450.0;;54.17;Departamento
Habitación;Chorrillos;1;0;0;25;1300.0;485.0;30.0;52.0;Departamento
Habitación;Pachacámac;1;0;0;20;750.0;245.0;;37.5;Departamento
Habitación;Carabayllo;1;1;0;30;480.0;;;16.0;Departamento
Habitación;Chorrillos;0;0;0;23;900.0;390.0;30.0;39.13;Departamento
Habitación;San Borja;0;0;0;25;1100.0;384.0;;44.0;Departamento
Habitación;Pachacámac;1;0;0;30;700.0;480.0;80.0;23.33;Departamento
Habitación;Villa El Salvador;1;0;0;22;1000.0;370.0;25.0;45.45;Departamento
Habitación;Lima;1;0;0;21;500.0;9.0;;23.81;Departamento
Habitación;Villa El Salvador;1;0;0;23;1500.0;340.0;;65.22;Departamento
Habitación;San Borja;1;0;0;35;1500.0;790.0;;42.86;Departamento
Habitación;San Borja;1;0;0;30;1600.0;390.0;24.0;53.33;Departamento
Habitación;Pachacámac;1;0;0;28;600.0;369.0;;21.43;Departamento
Habitación;San Borja;1;0;0;27;800.0;626.0;20.0;29.63;Departamento
Habitación;Rímac;1;0;0;25;1550.0;360.0;58.0;62.0;Departamento
Habitación;Pachacámac;1;0;0;46;800.0;350.0;;17.39;Departamento
Habitación;Lurín;0;0;0;37;1100.0;676.0;;29.73;Departamento
Habitación;San Borja;1;0;1;23;1500.0;400.0;;65.22;Departamento
Habitación;Chaclacayo;1;0;0;23;850.0;397.0;25.0;36.96;Departamento
Habitación;Lurín;0;0;0;20;700.0;450.0;30.0;35.0;Departamento
Habitación;San Miguel;1;0;0;27;900.0;385.0;20.0;33.33;Departamento
Habitación;Chorrillos;1;0;0;26;1200.0;320.0;;46.15;Departamento
Habitación;San Miguel;1;0;0;25;1000.0;449.0;;40.0;Departamento
Habitación;Punta Hermosa;1;0;0;30;1200.0;380.0;;40.0;Departamento
Habitación;Chorrillos;0;0;0;23;1000.0;390.0;30.0;43.48;Departamento
Habitación;Lurín;0;0;0;24;1300.0;;;54.17;Departamento
Habitación;Pachacámac;1;0;0;29;1200.0;325.0;;41.38;Departamento
Habitación;San Borja;1;0;0;20;2200.0;;;110.0;Departamento
Habitación;San Borja;1;0;0;25;1950.0;310.0;25.0;78.0;Departamento
Habitación;Ventanilla;1;0;0;16;980.0;80.0;;61.25;Departamento
Habitación;San Borja;1;0;0;30;1000.0;425.0;29.0;33.33;Departamento
Habitación;Pachacámac;1;0;0;22;900.0;350.0;24.0;40.91;Departamento
Habitación;San Borja;1;0;0;33;900.0;800.0;30.0;27.27;Departamento
Habitación;Chorrillos;1;0;0;21;900.0;350.0;24.0;42.86;Departamento
