Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto;Valor m2;Tipo Agrupado
Casa comercial;Chorrillos;0;0;0;450;15000.0;;2000.0;33.33;Departamento
Casa comercial;Comas;0;0;0;60;12000.0;;;200.0;Departamento
Casa comercial;Breña;5;1;0;300;12500.0;;;41.67;Departamento
Casa comercial;Chorrillos;5;4;0;332;30000.0;;;90.36;Departamento
Casa comercial;San Miguel;0;5;0;400;7000.0;;515.0;17.5;Departamento
Casa comercial;San Miguel;4;5;0;320;17000.0;;;53.12;Departamento
Casa comercial;Chorrillos;0;0;0;250;16000.0;;;64.0;Departamento
Casa comercial;Pachacámac;0;0;0;25;750.0;;21.0;30.0;Departamento
Casa comercial;Los Olivos;0;4;0;403;5000.0;;958.0;12.41;Departamento
Casa comercial;Callao;0;0;0;80;5000.0;2234.0;307.0;62.5;Departamento
Casa comercial;Santa Anita;0;3;0;280;5500.0;;245.0;19.64;Departamento
Casa comercial;Comas;0;0;0;32;4500.0;1400.0;400.0;140.62;Departamento
Casa comercial;Punta Hermosa;27;0;10;1000;13000.0;;900.0;13.0;Departamento
Casa comercial;Ventanilla;0;3;0;140;12000.0;;489.0;85.71;Departamento
Casa comercial;Chorrillos;0;0;0;424;18000.0;;21422.0;42.45;Departamento
Casa comercial;Punta Hermosa;0;6;0;391;14000.0;;631.0;35.81;Departamento
Casa comercial;Santa Anita;0;0;0;144;5000.0;;890.0;34.72;Departamento
Casa comercial;Lurín;0;0;0;180;4000.0;;220.0;22.22;Departamento
Casa comercial;Chorrillos;0;6;0;500;23500.0;;;47.0;Departamento
Casa comercial;La Punta;0;0;0;540;10000.0;;;18.52;Departamento
Casa comercial;Pachacámac;0;1;0;130;5000.0;3000.0;;38.46;Departamento
Casa comercial;San Luis;4;0;1;4500;10000.0;;6580.0;2.22;Departamento
Casa comercial;Carmen de La Legua;1;0;0;2150;30000.0;;;13.95;Departamento
Casa comercial;Chorrillos;8;3;0;350;14000.0;;;40.0;Departamento
Casa comercial;La Punta;0;0;0;130;5000.0;;;38.46;Departamento
Casa comercial;San Borja;0;0;0;55;2800.0;;392.0;50.91;Departamento
Casa comercial;Chorrillos;0;0;0;161;9000.0;;523.0;55.9;Departamento
Casa comercial;Chorrillos;0;0;0;250;16000.0;;1209.0;64.0;Departamento
Casa comercial;San Miguel;6;3;0;300;8200.0;;1500.0;27.33;Departamento
Casa comercial;Chorrillos;0;0;0;120;4200.0;;761.0;35.0;Departamento
Casa comercial;Punta Negra;6;3;4;600;4800.0;;150.0;8.0;Departamento
Casa comercial;San Miguel;0;0;0;150;3800.0;;165.0;25.33;Departamento
Casa comercial;Chorrillos;0;5;0;450;16000.0;;;35.56;Departamento
Casa comercial;Comas;0;0;0;200;30000.0;;;150.0;Departamento
Casa comercial;Los Olivos;0;2;0;250;4500.0;;109.0;18.0;Departamento
Casa comercial;Callao;0;5;0;406;15000.0;;323.0;36.95;Departamento
Casa comercial;Chorrillos;0;6;0;500;25000.0;480.0;320.0;50.0;Departamento
Casa comercial;Chorrillos;0;0;0;250;16000.0;;;64.0;Departamento
Casa comercial;Chorrillos;0;0;0;210;15000.0;;;71.43;Departamento
Casa comercial;Lima;3;1;0;72;2500.0;;;34.72;Departamento
Casa comercial;Ventanilla;0;2;0;216;4500.0;;386.0;20.83;Departamento
Casa comercial;Ventanilla;0;1;0;400;4200.0;;1560.0;10.5;Departamento
Casa comercial;Comas;0;0;0;32;1500.0;759.0;243.0;46.88;Departamento
Casa comercial;San Miguel;0;0;0;240;11000.0;;270.0;45.83;Departamento
Casa comercial;Lurigancho;0;3;0;300;17000.0;;;56.67;Departamento
Casa comercial;Punta Hermosa;27;2;0;900;10000.0;;5000.0;11.11;Departamento
Casa comercial;San Miguel;3;3;0;140;6000.0;;;42.86;Departamento
Casa comercial;Los Olivos;0;0;0;231;7000.0;;334.0;30.3;Departamento
Casa comercial;Chorrillos;0;2;0;271;10000.0;;1813.0;36.9;Departamento
Casa comercial;Pueblo Libre;0;2;0;300;25000.0;;;83.33;Departamento
Casa comercial;Lima;0;3;0;233;3500.0;;650.0;15.02;Departamento
Casa comercial;Lince;0;0;0;130;2500.0;;150.0;19.23;Departamento
Casa comercial;Jesús María;0;2;0;350;9000.0;1.0;;25.71;Departamento
Casa comercial;Ventanilla;0;4;0;180;3700.0;;100.0;20.56;Departamento
Casa comercial;Jesús María;0;0;0;511;30000.0;;2253.0;58.71;Departamento
Casa comercial;Chorrillos;0;0;0;180;6800.0;;750.0;37.78;Departamento
Casa comercial;Rímac;0;0;0;300;35000.0;;2000.0;116.67;Departamento
Casa comercial;Chorrillos;0;5;0;408;22000.0;;2760.0;53.92;Departamento
Casa comercial;Pueblo Libre;0;0;0;300;17000.0;;1760.0;56.67;Departamento
Casa comercial;Chorrillos;6;2;0;400;15000.0;;;37.5;Departamento
Casa comercial;San Borja;0;0;0;100;8500.0;;;85.0;Departamento
Casa comercial;Lurigancho;0;0;0;171;9500.0;;10164.0;55.56;Departamento
Casa comercial;San Miguel;0;1;0;80;3800.0;;;47.5;Departamento
Casa comercial;Lurigancho;4;0;1;182;8000.0;;14000.0;43.96;Departamento
Casa comercial;San Luis;9;6;1;240;7000.0;;618.0;29.17;Departamento
Casa comercial;Santa Anita;0;15;0;250;15000.0;;884.0;60.0;Departamento
Casa comercial;Lurigancho;0;0;0;356;22000.0;;227.0;61.8;Departamento
Casa comercial;San Luis;0;0;0;220;3700.0;;992.0;16.82;Departamento
Casa comercial;Pachacámac;0;0;0;490;10000.0;;803.0;20.41;Departamento
Casa comercial;San Miguel;11;1;0;300;10000.0;;124.0;33.33;Departamento
Casa comercial;Chorrillos;11;5;0;570;14000.0;;;24.56;Departamento
Casa comercial;La Punta;5;15;0;1000;29000.0;;;29.0;Departamento
Casa comercial;San Bartolo;0;0;0;288;2200.0;;121.0;7.64;Departamento
Casa comercial;San Miguel;0;0;0;43;6500.0;;260.0;151.16;Departamento
Casa comercial;Callao;0;0;0;779;20000.0;;;25.67;Departamento
Casa comercial;Chorrillos;7;3;7;200;19900.0;;1300.0;99.5;Departamento
Casa comercial;Pucusana;4;20;0;434;8000.0;;450.0;18.43;Departamento
Casa comercial;Chorrillos;0;2;0;460;10000.0;;1712.0;21.74;Departamento
Casa comercial;Chorrillos;1;6;0;500;23000.0;490.0;791.0;46.0;Departamento
Casa comercial;Chorrillos;0;4;0;410;18000.0;;1679.0;43.9;Departamento
Casa comercial;San Miguel;0;0;0;400;16000.0;;600.0;40.0;Departamento
Casa comercial;Chorrillos;0;0;0;261;20000.0;;;76.63;Departamento
Casa comercial;Ventanilla;0;2;0;213;4950.0;;194.0;23.24;Departamento
Casa comercial;Jesús María;5;8;4;300;12000.0;;390.0;40.0;Departamento
Casa comercial;Chorrillos;4;0;0;216;18000.0;;;83.33;Departamento
Casa comercial;Chorrillos;0;1;0;400;15000.0;;;37.5;Departamento
Casa comercial;Chorrillos;22;8;0;432;30000.0;;3236.0;69.44;Departamento
Casa comercial;El Agustino;0;3;0;270;5000.0;;90.0;18.52;Departamento
Casa comercial;Lince;0;0;0;1200;25000.0;;;20.83;Departamento
Casa comercial;Jesús María;5;3;3;360;15000.0;;;41.67;Departamento
Casa comercial;Chorrillos;1;0;0;540;20000.0;;3734.0;37.04;Departamento
Casa comercial;San Miguel;0;0;0;105;5500.0;;460.0;52.38;Departamento
Casa comercial;Chorrillos;5;2;0;380;15500.0;;170.0;40.79;Departamento
Casa comercial;Breña;0;0;0;200;20000.0;;;100.0;Departamento
Casa comercial;San Miguel;0;0;0;342;10000.0;;1794.0;29.24;Departamento
Casa comercial;Los Olivos;0;6;0;600;16900.0;;;28.17;Departamento
Casa comercial;Callao;0;0;0;150;4800.0;;868.0;32.0;Departamento
Casa comercial;Jesús María;0;0;0;542;12000.0;;16000.0;22.14;Departamento
Casa comercial;La Punta;10;15;0;1065;29000.0;;386.0;27.23;Departamento
Casa comercial;Chorrillos;2;0;0;480;28000.0;;;58.33;Departamento
Casa comercial;Chaclacayo;0;0;0;150;2800.0;;470.0;18.67;Departamento
Casa comercial;La Punta;0;0;0;400;8000.0;;;20.0;Departamento
Casa comercial;El Agustino;0;5;0;400;5500.0;;;13.75;Departamento
Casa comercial;Chorrillos;0;3;0;557;28000.0;;;50.27;Departamento
Casa comercial;Comas;0;0;0;30;2400.0;1450.0;200.0;80.0;Departamento
Casa comercial;Chorrillos;0;0;0;280;16000.0;;1166.0;57.14;Departamento
Casa comercial;Chorrillos;5;6;0;500;23000.0;450.0;;46.0;Departamento
Casa comercial;Pachacámac;0;0;0;380;12000.0;;;31.58;Departamento
Casa comercial;Chorrillos;0;0;0;300;7000.0;;480.0;23.33;Departamento
Casa comercial;San Bartolo;0;6;0;600;18000.0;;200.0;30.0;Departamento
Casa comercial;Jesús María;0;10;0;595;25000.0;;320.0;42.02;Departamento
Casa comercial;Jesús María;0;5;0;360;15000.0;;600.0;41.67;Departamento
Casa comercial;Punta Hermosa;27;0;10;1000;13000.0;;900.0;13.0;Departamento
Casa comercial;Chorrillos;0;0;0;500;17900.0;;;35.8;Departamento
Casa comercial;La Punta;0;0;0;271;32560.0;5699.0;407.0;120.15;Departamento
Casa comercial;Breña;1;0;0;200;16000.0;;12000.0;80.0;Departamento
Casa comercial;Comas;1;0;1;213;30000.0;;2346.0;140.85;Departamento
Casa comercial;Comas;0;0;0;280;35000.0;;;125.0;Departamento
Casa comercial;Comas;0;0;0;215;30000.0;;3000.0;139.53;Departamento
Casa comercial;Callao;0;0;0;2810;9000.0;;;3.2;Departamento
Casa comercial;San Juan de Lurigancho;0;4;0;493;12000.0;;;24.34;Departamento
Casa comercial;San Luis;0;11;0;345;12000.0;;997.0;34.78;Departamento
Casa comercial;San Borja;0;0;0;70;3500.0;750.0;458.0;50.0;Departamento
Casa comercial;Callao;0;0;0;150;3300.0;;860.0;22.0;Departamento
Casa comercial;Ate;0;4;0;200;4500.0;;250.0;22.5;Departamento
Casa comercial;Ate;0;2;0;210;1900.0;;;9.05;Departamento
Casa comercial;La Punta;10;15;0;1065;29000.0;;;27.23;Departamento
Casa comercial;Chorrillos;0;16;0;228;2500.0;;2106.0;10.96;Departamento
Casa comercial;Villa El Salvador;0;2;0;436;6000.0;;272.0;13.76;Departamento
Casa comercial;Santiago de Surco;0;0;0;155;12000.0;;1430.0;77.42;Departamento
Casa comercial;Pachacámac;0;0;0;579;26000.0;10.0;;44.91;Departamento
Casa comercial;Chorrillos;4;0;0;165;8500.0;;523.0;51.52;Departamento
Casa comercial;Carabayllo;0;6;0;305;6000.0;;306.0;19.67;Departamento
Casa comercial;Breña;0;0;0;250;10000.0;;1708.0;40.0;Departamento
Casa comercial;Breña;0;3;0;450;16000.0;;;35.56;Departamento
Casa comercial;Chaclacayo;0;2;0;154;4500.0;;239.0;29.22;Departamento
Casa comercial;Jesús María;0;0;0;200;6500.0;;280.0;32.5;Departamento
Casa comercial;Santa Anita;2;0;0;122;2000.0;;;16.39;Departamento
Casa comercial;Ancón;0;50;0;1795;20000.0;;;11.14;Departamento
Casa comercial;Santa Anita;4;0;2;160;4200.0;;100.0;26.25;Departamento
Casa comercial;Pueblo Libre;10;10;0;500;22000.0;;2670.0;44.0;Departamento
Casa comercial;Chorrillos;3;0;0;184;11500.0;;1193.0;62.5;Departamento
Casa comercial;Chorrillos;8;4;5;400;8000.0;;2190.0;20.0;Departamento
Casa comercial;Chorrillos;0;0;0;380;15500.0;;1640.0;40.79;Departamento
Casa comercial;Punta Negra;0;10;0;627;16000.0;;397.0;25.52;Departamento
Casa comercial;San Miguel;0;2;0;300;10000.0;;;33.33;Departamento
Casa comercial;Callao;0;1;0;1000;20000.0;;642.0;20.0;Departamento
Casa comercial;Punta Hermosa;27;8;1;1000;12000.0;;450.0;12.0;Departamento
Casa comercial;La Punta;0;1;0;26;1100.0;570.0;50.0;42.31;Departamento
Casa comercial;San Isidro;3;2;0;225;3000.0;;;13.33;Departamento
Casa comercial;San Luis;0;0;0;345;12000.0;;;34.78;Departamento
Casa comercial;Lince;0;15;0;300;7000.0;;;23.33;Departamento
Casa comercial;Bellavista;0;0;0;200;3600.0;;200.0;18.0;Departamento
Casa comercial;Chorrillos;0;6;0;450;22000.0;;;48.89;Departamento
Casa comercial;San Miguel;3;0;0;90;1500.0;;2076.0;16.67;Departamento
Casa comercial;Chorrillos;0;0;0;250;16000.0;;1160.0;64.0;Departamento
Casa comercial;Callao;0;6;0;515;10000.0;;2279.0;19.42;Departamento
Casa comercial;Lurigancho;0;0;0;260;25000.0;;;96.15;Departamento
Casa comercial;Pueblo Libre;6;2;0;500;23000.0;;2670.0;46.0;Departamento
Casa comercial;Santa Anita;0;0;0;30;900.0;450.0;56.0;30.0;Departamento
Casa comercial;Pueblo Libre;0;4;0;726;35000.0;;1869.0;48.21;Departamento
Casa comercial;Lince;3;2;0;287;7000.0;;;24.39;Departamento
Casa de villa;Ate;2;1;0;70;1300.0;;;18.57;Casa
Casa de villa;Pachacámac;2;1;2;115;1600.0;1.0;60.0;13.91;Casa
Casa de villa;Santiago de Surco;1;0;1;40;800.0;;;20.0;Casa
Casa de villa;Comas;2;1;0;48;750.0;;;15.62;Casa
Casa de villa;Lince;3;1;0;100;2000.0;100.0;;20.0;Casa
Casa de villa;Independencia;2;1;0;150;1200.0;;;8.0;Casa
Casa de villa;El Agustino;2;0;0;53;900.0;;;16.98;Casa
Casa de villa;Chaclacayo;2;1;0;52;1400.0;50.0;;26.92;Casa
Casa de villa;Lince;2;0;0;100;850.0;;;8.5;Casa
Casa de villa;Ventanilla;2;0;0;55;1800.0;;225.0;32.73;Casa
Casa de villa;El Agustino;2;0;0;58;900.0;;;15.52;Casa
Casa de villa;Santa Anita;2;1;0;85;1400.0;180.0;;16.47;Casa
Casa de villa;Santa Anita;2;1;1;65;1800.0;;;27.69;Casa
Casa de villa;Callao;2;0;0;68;1200.0;65.0;135.0;17.65;Casa
Casa de villa;Santa Anita;3;1;1;80;2300.0;;;28.75;Casa
Casa de villa;Ancón;2;1;0;100;1100.0;;;11.0;Casa
Casa de villa;Pucusana;2;0;0;120;2000.0;;;16.67;Casa
Casa de villa;Comas;2;0;0;59;1000.0;15.0;13.0;16.95;Casa
Casa de villa;Lurigancho;1;0;0;35;2500.0;370.0;27.0;71.43;Casa
Casa de villa;Santa Anita;4;0;1;85;1600.0;;;18.82;Casa
Casa de villa;San Miguel;1;0;0;30;850.0;;;28.33;Casa
Casa de villa;Mi Perú;1;0;0;60;1100.0;80.0;;18.33;Casa
Casa de villa;Ventanilla;2;0;0;80;1900.0;;73.0;23.75;Casa
Casa de villa;San Martín de Porres;1;0;0;88;750.0;76.0;;8.52;Casa
Casa de villa;Callao;2;1;2;69;1400.0;30.0;13.0;20.29;Casa
Casa de villa;San Luis;3;1;2;107;1900.0;120.0;78.0;17.76;Casa
Casa de villa;San Bartolo;2;1;0;50;980.0;;;19.6;Casa
Casa de villa;Barranco;1;0;0;22;450.0;131.0;17.0;20.45;Casa
Casa de villa;Carabayllo;1;0;0;30;480.0;;;16.0;Casa
Casa de villa;La Perla;2;1;0;80;1000.0;;;12.5;Casa
Casa de villa;Callao;2;0;0;61;1100.0;30.0;13.0;18.03;Casa
Casa de villa;El Agustino;0;0;0;20;600.0;;;30.0;Casa
Casa de villa;Santiago de Surco;1;0;0;50;620.0;;;12.4;Casa
Casa de villa;San Luis;1;0;0;25;900.0;;;36.0;Casa
Casa de villa;El Agustino;2;0;0;70;1010.0;;;14.43;Casa
Casa de villa;Carmen de La Legua;1;0;0;50;600.0;;;12.0;Casa
Casa de villa;Santiago de Surco;1;0;0;40;700.0;140.0;;17.5;Casa
Casa de villa;Chorrillos;2;0;0;60;2400.0;120.0;;40.0;Casa
Casa de villa;Ancón;1;0;0;20;400.0;;;20.0;Casa
Casa de villa;Santa María del Mar;2;0;1;50;1200.0;;135.0;24.0;Casa
Casa de villa;Ventanilla;4;2;1;78;2300.0;50.0;25.0;29.49;Casa
Casa de villa;Mi Perú;2;0;0;57;1100.0;25.0;;19.3;Casa
Casa de villa;San Luis;2;1;0;60;1100.0;200.0;14.0;18.33;Casa
Casa de villa;Independencia;3;0;0;120;1200.0;;;10.0;Casa
Casa de villa;La Perla;1;0;0;41;600.0;67.0;;14.63;Casa
Casa de villa;San Miguel;2;0;0;78;1700.0;35.0;;21.79;Casa
Casa de villa;Ventanilla;2;0;0;55;1500.0;30.0;21.0;27.27;Casa
Casa de villa;Santa María del Mar;1;0;0;50;1000.0;90.0;;20.0;Casa
Casa de villa;Lurigancho;2;0;1;50;3000.0;65.0;118.0;60.0;Casa
Casa de villa;Santa Rosa;2;0;0;61;1000.0;;;16.39;Casa
Casa de villa;Villa El Salvador;2;0;0;50;870.0;;2.0;17.4;Casa
Casa de villa;Santa Anita;2;1;1;65;1500.0;140.0;802.0;23.08;Casa
Casa de villa;El Agustino;1;0;0;40;750.0;;;18.75;Casa
Casa de villa;Breña;2;0;0;48;1200.0;40.0;14.0;25.0;Casa
Casa de villa;Bellavista;1;0;0;40;600.0;100.0;14.0;15.0;Casa
Casa de villa;La Punta;1;0;0;89;2200.0;;80.0;24.72;Casa
Casa de villa;Ventanilla;2;0;0;120;1500.0;230.0;46.0;12.5;Casa
Casa de villa;La Perla;1;0;0;30;450.0;20.0;50.0;15.0;Casa
Casa de villa;Carabayllo;1;0;0;53;700.0;40.0;;13.21;Casa
Casa de villa;Chorrillos;2;1;0;50;2000.0;;;40.0;Casa
Casa de villa;La Punta;4;2;4;180;3000.0;;;16.67;Casa
Casa de villa;Santa Rosa;1;0;0;50;900.0;;;18.0;Casa
Casa de villa;San Luis;0;0;0;28;500.0;;35.0;17.86;Casa
Casa de villa;San Martín de Porres;2;0;0;55;800.0;;;14.55;Casa
Casa de villa;Ancón;1;0;0;30;500.0;;;16.67;Casa
Casa de villa;Villa El Salvador;1;0;0;40;670.0;;2.0;16.75;Casa
Casa de villa;Barranco;1;0;0;24;500.0;8.0;13.0;20.83;Casa
Casa de villa;San Miguel;2;1;2;90;2700.0;600.0;170.0;30.0;Casa
Casa de villa;Lince;1;0;0;50;550.0;;;11.0;Casa
Casa de villa;La Victoria;2;1;0;71;1200.0;80.0;;16.9;Casa
Casa de villa;La Molina;2;0;0;100;1500.0;150.0;50.0;15.0;Casa
Casa de villa;Comas;2;1;0;60;1100.0;;;18.33;Casa
Casa de villa;El Agustino;2;0;0;80;1310.0;;;16.38;Casa
Casa de villa;Carmen de La Legua;2;0;0;80;800.0;;;10.0;Casa
Casa de villa;Ventanilla;2;0;0;55;1400.0;80.0;25.0;25.45;Casa
Casa de villa;El Agustino;1;0;0;40;500.0;;;12.5;Casa
Casa de villa;Ancón;2;0;0;50;500.0;;;10.0;Casa
Casa de villa;Lince;1;0;0;40;550.0;;;13.75;Casa
Casa de villa;El Agustino;2;0;0;50;800.0;;;16.0;Casa
Casa de villa;Santa María del Mar;2;0;0;80;1800.0;50.0;;22.5;Casa
Casa de villa;Santiago de Surco;2;0;0;50;700.0;;;14.0;Casa
Casa de villa;La Punta;2;1;0;98;1350.0;330.0;36.0;13.78;Casa
Casa de villa;San Isidro;1;1;0;45;750.0;30.0;;16.67;Casa
Casa de villa;Villa María del Triunfo;1;0;0;50;1100.0;;7.0;22.0;Casa
Casa de villa;Ventanilla;2;0;0;120;1700.0;75.0;;14.17;Casa
Casa de villa;San Miguel;2;0;0;75;1500.0;342.0;;20.0;Casa
Casa de villa;Los Olivos;1;0;0;23;750.0;;;32.61;Casa
Casa de villa;Comas;3;0;0;110;1700.0;;;15.45;Casa
Casa de villa;San Borja;3;1;1;204;2800.0;430.0;68.0;13.73;Casa
Casa de villa;San Luis;2;0;0;50;2000.0;30.0;25.0;40.0;Casa
Casa de villa;El Agustino;2;1;0;45;1000.0;70.0;;22.22;Casa
Casa de villa;San Isidro;2;1;0;78;1000.0;;;12.82;Casa
Casa de villa;Chaclacayo;1;0;0;30;800.0;;;26.67;Casa
Casa de villa;San Juan de Miraflores;3;1;1;240;2000.0;40.0;100.0;8.33;Casa
Casa de villa;Carabayllo;1;1;0;50;900.0;;;18.0;Casa
Casa de villa;Santa Rosa;2;0;0;51;1000.0;;;19.61;Casa
Casa de villa;San Luis;1;0;0;60;1000.0;;;16.67;Casa
Casa de villa;Lima;1;0;0;45;700.0;;;15.56;Casa
Casa de villa;San Miguel;2;0;0;71;2500.0;;60.0;35.21;Casa
Casa de villa;Callao;2;0;0;68;1200.0;;12.0;17.65;Casa
Casa de villa;Lima;1;0;0;40;650.0;;10.0;16.25;Casa
Casa de villa;Santa Anita;2;1;0;48;1800.0;60.0;;37.5;Casa
Casa de villa;La Molina;2;0;0;56;1090.0;;;19.46;Casa
Casa de villa;Punta Negra;1;0;0;60;1100.0;;;18.33;Casa
Casa de villa;San Miguel;1;0;0;35;1200.0;10.0;260.0;34.29;Casa
Casa de villa;Santa Anita;2;0;0;80;1350.0;;150.0;16.88;Casa
Casa de villa;Santa Anita;3;1;1;92;1500.0;80.0;13.0;16.3;Casa
Casa de villa;El Agustino;1;1;0;47;1000.0;;;21.28;Casa
Casa de villa;Lince;2;1;1;70;1200.0;;;17.14;Casa
Casa de villa;Santa María del Mar;3;0;0;100;2000.0;;;20.0;Casa
Casa de villa;Comas;2;1;0;76;1508.0;;;19.84;Casa
Casa de villa;Santiago de Surco;1;0;0;50;730.0;;;14.6;Casa
Casa de villa;Santa María del Mar;2;0;0;58;1000.0;;13.0;17.24;Casa
Casa de villa;Santa Rosa;3;0;0;80;1800.0;80.0;20.0;22.5;Casa
Casa de villa;Chorrillos;2;0;0;60;2900.0;;68.0;48.33;Casa
Casa de villa;Comas;1;0;0;34;600.0;;;17.65;Casa
Casa de villa;Los Olivos;1;0;0;36;750.0;;;20.83;Casa
Casa de villa;San Luis;2;0;0;65;1600.0;;;24.62;Casa
Casa de villa;El Agustino;3;1;0;90;1500.0;;;16.67;Casa
Casa de villa;Villa María del Triunfo;3;1;1;110;2300.0;;130.0;20.91;Casa
Casa de villa;San Juan de Lurigancho;1;0;0;20;380.0;;;19.0;Casa
Casa de villa;San Isidro;1;0;0;40;600.0;;;15.0;Casa
Casa de villa;Chorrillos;3;4;1;268;2000.0;30.0;1500.0;7.46;Casa
Casa de villa;El Agustino;2;0;0;50;660.0;;;13.2;Casa
Casa de villa;San Miguel;2;1;1;52;2500.0;500.0;;48.08;Casa
Casa de villa;Santiago de Surco;1;0;0;25;500.0;;;20.0;Casa
Casa de villa;San Luis;2;1;0;70;1650.0;50.0;;23.57;Casa
Casa de villa;Chorrillos;2;1;1;81;2500.0;350.0;71.0;30.86;Casa
Casa de villa;Ventanilla;1;0;0;48;1200.0;;66.0;25.0;Casa
Casa de villa;San Luis;3;1;0;120;1800.0;100.0;17.0;15.0;Casa
Casa de villa;La Molina;1;0;0;24;680.0;;16.0;28.33;Casa
Casa de villa;El Agustino;1;0;0;60;800.0;;;13.33;Casa
Casa de villa;Ate;2;1;0;60;900.0;100.0;;15.0;Casa
Casa de villa;El Agustino;2;0;0;75;1500.0;;;20.0;Casa
Casa de villa;San Miguel;3;1;0;140;3200.0;;;22.86;Casa
Casa de villa;Ventanilla;2;0;0;90;1500.0;40.0;76.0;16.67;Casa
Casa de villa;Carabayllo;1;1;0;35;500.0;;;14.29;Casa
Casa de villa;Mi Perú;1;0;0;40;900.0;;;22.5;Casa
Casa de villa;El Agustino;2;0;0;60;1100.0;;;18.33;Casa
Casa de villa;Puente Piedra;4;0;0;110;2000.0;70.0;15.0;18.18;Casa
Casa de villa;Ancón;1;0;0;24;400.0;;;16.67;Casa
Casa de villa;Lince;1;1;0;70;750.0;50.0;;10.71;Casa
Casa de villa;Magdalena del Mar;2;0;0;60;860.0;;23.0;14.33;Casa
Casa de villa;Callao;1;0;0;30;500.0;;;16.67;Casa
Casa de villa;Santa María del Mar;3;1;1;105;1500.0;;;14.29;Casa
Casa de villa;San Martín de Porres;2;0;0;65;800.0;20.0;100.0;12.31;Casa
Casa de villa;Magdalena del Mar;2;0;0;35;750.0;;;21.43;Casa
Casa de villa;Carmen de La Legua;1;0;0;40;600.0;65.0;19.0;15.0;Casa
Casa de villa;Santa María del Mar;3;0;0;100;1800.0;;;18.0;Casa
Casa de villa;Bellavista;2;0;0;40;650.0;120.0;;16.25;Casa
Casa de villa;San Luis;3;0;0;82;2400.0;150.0;;29.27;Casa
Casa de villa;San Luis;2;4;0;70;1300.0;250.0;14.0;18.57;Casa
Casa de villa;San Bartolo;1;0;0;49;780.0;;;15.92;Casa
Casa de villa;San Miguel;2;1;0;65;1800.0;227.0;50.0;27.69;Casa
Casa de villa;Punta Negra;3;1;1;65;1700.0;;15.0;26.15;Casa
Casa de villa;Villa María del Triunfo;2;0;1;50;850.0;50.0;;17.0;Casa
Casa de villa;Santa María del Mar;1;0;0;32;700.0;;17.0;21.88;Casa
Casa de villa;Carabayllo;1;0;0;40;600.0;;;15.0;Casa
Casa de villa;Chorrillos;4;0;0;131;3200.0;40.0;230.0;24.43;Casa
Casa de villa;La Perla;1;0;0;40;450.0;40.0;;11.25;Casa
Casa de villa;Los Olivos;1;0;0;36;700.0;;;19.44;Casa
Casa de villa;Los Olivos;3;0;0;90;1200.0;;;13.33;Casa
Casa de villa;San Miguel;3;0;0;87;2600.0;;;29.89;Casa
Casa de villa;Comas;1;0;0;40;550.0;;;13.75;Casa
Casa de villa;Barranco;1;0;0;34;800.0;;;23.53;Casa
Casa de villa;Callao;2;1;0;162;1700.0;70.0;;10.49;Casa
Casa de villa;Santa María del Mar;2;1;0;60;1500.0;50.0;;25.0;Casa
Casa de villa;San Miguel;2;0;0;95;2000.0;;100.0;21.05;Casa
Casa de villa;Independencia;1;0;0;70;750.0;;;10.71;Casa
Casa de villa;San Juan de Miraflores;2;1;1;120;1800.0;40.0;25.0;15.0;Casa
Casa de villa;San Borja;2;1;1;80;3000.0;50.0;;37.5;Casa
Casa de villa;La Punta;1;0;0;64;1200.0;80.0;;18.75;Casa
Casa de villa;San Luis;1;0;0;60;1000.0;;;16.67;Casa
Casa de villa;Ventanilla;2;0;0;60;1300.0;136.0;;21.67;Casa
Casa de villa;El Agustino;2;0;0;70;1000.0;;;14.29;Casa
Casa de villa;Los Olivos;1;1;0;30;750.0;30.0;;25.0;Casa
Casa de villa;Magdalena del Mar;1;0;0;45;900.0;;6.0;20.0;Casa
Casa de villa;Pucusana;2;0;0;46;2000.0;;;43.48;Casa
Casa de villa;San Miguel;2;0;0;68;1000.0;50.0;35.0;14.71;Casa
Casa de villa;Chorrillos;3;0;0;90;2750.0;20.0;110.0;30.56;Casa
Casa de villa;La Molina;2;0;0;41;1200.0;;40.0;29.27;Casa
Casa de villa;Los Olivos;1;0;0;40;850.0;;;21.25;Casa
Casa de villa;El Agustino;1;0;0;40;600.0;;;15.0;Casa
Casa de villa;Lince;1;0;0;70;750.0;;;10.71;Casa
Casa de villa;Independencia;2;0;0;70;1200.0;;;17.14;Casa
Casa de villa;Miraflores;1;0;0;45;600.0;;30.0;13.33;Casa
Casa de villa;El Agustino;1;0;0;35;700.0;;;20.0;Casa
Casa de villa;San Miguel;2;0;0;70;1500.0;;;21.43;Casa
Casa de villa;San Bartolo;2;1;0;50;980.0;;;19.6;Casa
Casa de villa;La Punta;3;2;1;155;2500.0;;;16.13;Casa
Casa de villa;Villa El Salvador;1;0;0;33;600.0;;60.0;18.18;Casa
Casa de villa;Santa Anita;2;0;0;71;2000.0;;36.0;28.17;Casa
Casa de villa;Lince;1;0;0;40;500.0;;;12.5;Casa
Casa de villa;Santa Rosa;1;0;0;45;700.0;;;15.56;Casa
Casa de villa;Comas;2;0;0;100;1600.0;;;16.0;Casa
Casa de villa;Ancón;1;0;0;30;500.0;;;16.67;Casa
